"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50170028","HORI","Manhattan","231","EAST   50 STREET","10022","7073267910",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,7554792154","-73,96994029756","106","04","009800","1038433","1013240014","MN19","POINT (-73.969940297564 40.755479215401)"
"40586834","PERFECTO PIZZA & COFFEE SHOP","Queens","169-23","JAMAICA AVENUE","11432","7186585309","American","01/05/2023","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","26","B","01/05/2023","01/02/2026","Cycle Inspection / Re-inspection","40,70696190968","-73,79047863244","412","27","046000","4209700","4098020001","QN61","POINT (-73.790478632437 40.706961909677)"
"50130834","COCOLUAH PIZZA","Queens","94-04","SUTPHIN BOULEVARD","11435","3474549996","Pizza","04/29/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","59","C","04/29/2025","01/02/2026","Cycle Inspection / Re-inspection","40,69889635119","-73,80687717329","412","27","020800","4213954","4099930018","QN61","POINT (-73.806877173292 40.698896351193)"
"50055852","WAGAMAMA","Manhattan","210","5 AVENUE","10010","2129206233","Japanese","09/03/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","22","B","09/03/2025","01/02/2026","Cycle Inspection / Re-inspection","40,74316133431","-73,98840491153","105","02","005800","1015623","1008270043","MN13","POINT (-73.988404911527 40.743161334306)"
"41645241","CHEUNG KHEI RESTAURANT","Queens","253-24","UNION TURNPIKE","11004","7183439811","Chinese","08/16/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","08/16/2024","01/02/2026","Cycle Inspection / Re-inspection","40,74417506091","-73,7173103238","413","23","157902","4177503","4086900066","QN44","POINT (-73.7173103238 40.744175060913)"
"50116749","T-SWIRL CREPE","Manhattan","2","MOTT STREET","10013","2128849280","Bakery Products/Desserts","01/02/2025","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","22",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,7137572373","-73,99866894091","103","01","002900","1001682","1001620001","MN27","POINT (-73.998668940906 40.713757237295)"
"50062367","NEW HAPPY JOY CHINESE KITCHEN","Manhattan","760","10 AVENUE","10019","2123075215","Chinese","03/15/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","11","A","03/15/2023","01/02/2026","Cycle Inspection / Re-inspection","40,76570428174","-73,99102546399","104","03","013300","1026735","1010610063","MN15","POINT (-73.991025463986 40.765704281739)"
"50154021","TACO AL PASTOR","Bronx","163","EAST  170 STREET","10452","3477597039","Other","01/21/2025","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","21",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,83907298518","-73,91468003271","204","16","022300","2008004","2028330037","BX63","POINT (-73.914680032708 40.839072985183)"
"50049514","BRASS RIZ & GRILL EXPRESS","Queens",,"LINDEN BOULEVARD",,"9175570106","Creole","09/03/2021","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection",,,,,,,,,
"41145134","DUNKIN', BASKIN ROBBINS","Manhattan","1392","LEXINGTON AVENUE","10128","2127225767","Donuts","05/22/2025","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","43",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,78306655916","-73,95298509614","108","04","015801","1048312","1015200056","MN40","POINT (-73.952985096144 40.783066559162)"
"50107508","EL POLLO PERUANO 2","Brooklyn","4102","5 AVENUE","11232","3478895420","Chicken","05/14/2025","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","13","A","05/14/2025","01/02/2026","Cycle Inspection / Initial Inspection","40,65005090448","-74,00517858668","307","38","008200","3010745","3007190040","BK32","POINT (-74.005178586679 40.650050904476)"
"41205293","MR. TU BAKERY","Queens","136-29","ROOSEVELT AVENUE","11354","7183530832","Bakery Products/Desserts","04/16/2024","Violations were cited in the following area(s).","05H","No approved written standard operating procedure for avoiding contamination by refillable returnable containers.","Critical","31",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,75984621534","-73,829025889","407","20","087100","4112493","4049800014","QN22","POINT (-73.829025889002 40.759846215338)"
"41337363","NATIONAL BAKERY","Bronx","1617","WESTCHESTER AVENUE","10472","7188930660","Bakery Products/Desserts","02/05/2025","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","11","A","02/05/2025","01/02/2026","Cycle Inspection / Re-inspection","40,82944086258","-73,87482463482","209","17","006200","2025353","2037770001","BX08","POINT (-73.874824634815 40.829440862579)"
"40392766","BERGEN BEACH CAFE","Brooklyn","7112","AVENUE U","11234","9174449473","American","01/18/2022","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","9","A","01/18/2022","01/02/2026","Cycle Inspection / Re-inspection","40,62007869741","-73,9070435676","318","46","070000","3237692","3084310040","BK45","POINT (-73.907043567603 40.620078697405)"
"50179906","WENDYS","Brooklyn","920","FLATBUSH AVENUE","11226","6467658309",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,64914593189","-73,95841691005","314","40","051002","3117160","3051020028","BK42","POINT (-73.958416910046 40.649145931894)"
"50018654","CHIKURIN","Brooklyn","1777","OCEAN AVENUE","11230","7183381818","Japanese","02/14/2023","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","28",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,61894383414","-73,95510028731","314","45","076000","3209144","3076380006","BK43","POINT (-73.955100287306 40.618943834141)"
"50089210","TAQUERIA EL CEBOLLIN","Bronx","587","SOUTHERN BOULEVARD","10455","9292465118","Spanish","07/08/2024","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","103",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,81254103018","-73,90271317668","202","17","008300","2005082","2026830035","BX33","POINT (-73.902713176679 40.812541030176)"
"41670427","IRISH HAVEN","Brooklyn","5721","4 AVENUE","11220","7184399893","Irish","11/01/2022","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","10","A","11/01/2022","01/02/2026","Cycle Inspection / Initial Inspection","40,64237263582","-74,01681314846","307","38","007400","3337333","3008470001","BK32","POINT (-74.016813148461 40.642372635818)"
"50135000","BRAVO PIZZA","Manhattan","378","5 AVENUE","10018","9178854554","Jewish/Kosher","09/09/2025","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","24",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,74932278382","-73,98392128374","105","04","008400","1015898","1008370040","MN17","POINT (-73.983921283738 40.749322783824)"
"41304673","KEVIN'S","Brooklyn","277","VAN BRUNT AVENUE",,"7185968335","American","06/20/2019","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","32",,,"01/02/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50091829","TENZAN","Manhattan","285","COLUMBUS AVENUE","10023","2125807300","Japanese","10/26/2022","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","44",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,77831469877","-73,97811905556","107","06","015700","1028649","1011260001","MN14","POINT (-73.978119055563 40.778314698771)"
"50015987","PECOSHITAS CAFE BAKERY","Queens","80-03","ROOSEVELT AVENUE","11372","7187794784","Bakery Products/Desserts","11/12/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","9","A","11/12/2025","01/02/2026","Cycle Inspection / Initial Inspection","40,74745811768","-73,88563677035","403","25","028300","4030001","4012910046","QN28","POINT (-73.885636770353 40.747458117683)"
"40703670","GHANDI CAFE","Manhattan","283","BLEECKER STREET","10014","2126451456","Indian","02/09/2022","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","12","A","02/09/2022","01/02/2026","Cycle Inspection / Initial Inspection","40,73187814716","-74,00336283396","102","03","006700","1010153","1005900050","MN23","POINT (-74.003362833962 40.731878147161)"
"50177684","A.K. FAMILY COFFEE INC.","Queens","35-21","FARRINGTON STREET","11354","7183081510",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,76410718566","-73,83162490284","407","20","086900","4112136","4049590008","QN22","POINT (-73.831624902843 40.76410718566)"
"50004403","SWALLOW CAFE","Brooklyn","205","NORTH    9 STREET","11211","9177760176","Coffee/Tea","03/14/2022","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","34",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,71792042101","-73,95488905575","301","33","051900","3396764","3023060001","BK73","POINT (-73.954889055753 40.71792042101)"
"50056793","ASIAN KABAB & CURRY","Brooklyn","496","CRESCENT STREET","11208","3477872869","Indian","07/18/2024","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","31",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,67596778152","-73,87016031662","305","42","119600","3094727","3042150037","BK82","POINT (-73.870160316619 40.675967781521)"
"50044650","GOLDEN STEAMER","Brooklyn","1964","86 STREET","11214","7189967888","Chinese","05/19/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","38",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,60495971483","-73,99886198754","311","38","028400","3166863","3063740049","BK28","POINT (-73.998861987543 40.604959714834)"
"50106574","WILLIAMSBRIDGE COFFEE","Bronx","2700","WILLIAMSBRIDGE ROAD","10469","9149655555","Coffee/Tea","01/22/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","24",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,86565122316","-73,85973750283","211","13","034200","2000000","2045160014","BX31","POINT (-73.859737502828 40.865651223159)"
"50122278","BROOKLYN ROASTING COMPANY","Manhattan","828","BROADWAY","10003","7185142231","Coffee/Tea","12/04/2025","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","24",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,73339570295","-73,99105869841","102","02","006100","1009208","1005640034","MN23","POINT (-73.991058698408 40.733395702946)"
"50072638","PATENT COFFEE","Manhattan","49","WEST   27 STREET","10001","2126894002","American","08/07/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","26","B","08/07/2025","01/02/2026","Cycle Inspection / Re-inspection","40,74490438551","-73,98973989969","105","03","005800","1015676","1008290007","MN13","POINT (-73.98973989969 40.744904385514)"
"41641305","TASTEE JERK","Queens","200-03","HOLLIS AVENUE","11412","3478458692","Caribbean","12/03/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","21",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,70616917602","-73,75732737148","412","27","050800","4233203","4109000032","QN07","POINT (-73.75732737148 40.706169176024)"
"41004767","SUBWAY","Queens","360-305","31 STREET",,"7183615277","Sandwiches","03/19/2024","Violations were cited in the following area(s).","16-04","Required succinct nutritional statements not posted on menu(s) for adults and children (2,000 calories per day for adults)","Not Applicable",,,,"01/02/2026","Calorie Posting / Initial Inspection","0","0",,,,,"4",,
"50131448","VILLAGE SQUARE PIZZA","Manhattan","1200","LEXINGTON AVENUE","10028","9172447890","Pizza","06/16/2025","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","22",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,77661547494","-73,95769431255","108","04","014000","1047560","1015100017","MN40","POINT (-73.957694312553 40.776615474935)"
"50180086","LEONA'Z CAFE CORP.","Queens","43-15A","BEACH CHANNEL DRIVE","11691","4046317445",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,59570278513","-73,7750107108","414","31","097204","4301817","4158340030","QN12","POINT (-73.775010710799 40.59570278513)"
"41697314","THIRD AVENUE ALE HOUSE","Manhattan","1644","3 AVENUE","10128","6465599131","American","06/04/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","23",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,78272543937","-73,95114013865","108","05","015801","1048352","1015210033","MN40","POINT (-73.951140138645 40.782725439365)"
"50115703","PATTANIAN THAI","Queens","64-02","FRESH POND ROAD","11385","9293878065","Thai","11/03/2023","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","43",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,71020520824","-73,89929216753","405","30","059300","4084715","4035250042","QN20","POINT (-73.899292167528 40.710205208237)"
"50016388","FOUNDRY KITCHEN & BAR","Manhattan","270","WEST   43 STREET","10036","2122012700","American","12/28/2022","Violations were cited in the following area(s).","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","49","C","12/28/2022","01/02/2026","Cycle Inspection / Re-inspection","40,75747525225","-73,98830856107","105","03","011900","1087141","1010140058","MN17","POINT (-73.98830856107 40.757475252254)"
"50044479","SPICE & GRILL","Brooklyn","441","MYRTLE AVENUE","11205","7188752525","Indian","01/23/2023","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","7","A","01/23/2023","01/02/2026","Cycle Inspection / Re-inspection","40,69321365621","-73,96799234011","302","35","019100","3054337","3018880095","BK69","POINT (-73.967992340105 40.693213656211)"
"50109176","RINCON LATINO","Queens","39-12","103 STREET","11368","7185655888","Latin American","01/14/2025","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,75047179981","-73,86301990315","403","21","040700","4044367","4017700036","QN26","POINT (-73.86301990315 40.750471799807)"
"50110563","WOK IN THE CLOUDS","Manhattan","127","EAST   28 STREET","10016","2127846498","Indian","01/25/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","17","B","01/25/2024","01/02/2026","Cycle Inspection / Re-inspection","40,74277635831","-73,98276084141","105","02","007200","1018206","1008840016","MN20","POINT (-73.982760841413 40.742776358305)"
"41573961","GOOD VIEW BAKERY","Brooklyn","7820","NEW UTRECHT AVENUE","11214","7186219388","Chinese","09/03/2024","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","28",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,61316388294","-74,00069873941","311","38","018200","3162097","3062590044","BK28","POINT (-74.000698739412 40.61316388294)"
"50097924","DILL & PARSLEY","Manhattan","80","PINE STREET","10005","9173403430","Mediterranean","12/29/2022","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,70588502079","-74,00718109619","101","01","000700","1000880","1000390012","MN25","POINT (-74.007181096187 40.705885020791)"
"40402172","LOMBARDI'S","Manhattan","32","SPRING STREET","10012","2129417994","Pizza","04/12/2023","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","28",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,72168405299","-73,99566001279","102","01","004100","1007181","1004800023","MN24","POINT (-73.995660012794 40.721684052993)"
"50103975","IROQUOIS HOTEL","Manhattan","49","WEST   44 STREET","10036","2128403080","American","08/07/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","41",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,75545147264","-73,98152310872","105","04","009600","1034220","1012600012","MN17","POINT (-73.981523108724 40.755451472642)"
"50113567","AUNTIE ANN KIOSK 1, 2, 3","Manhattan","2","PENN PLAZA","10121","2019365625","Hotdogs/Pretzels","02/26/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","17","B","02/26/2025","01/02/2026","Cycle Inspection / Re-inspection","40,75000977422","-73,99134519403","105","03","010100","1083026","1007810002","MN17","POINT (-73.991345194031 40.750009774218)"
"50011573","GRAN VILLA","Brooklyn","4002","3 AVENUE","11232","7185763924","Latin American","01/03/2024","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","27",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,65319070708","-74,00886203638","307","38","000200","3010571","3007120037","BK32","POINT (-74.008862036378 40.653190707078)"
"50167281","LA NUEVA ESPANA","Manhattan","606","WEST  207 STREET","10034","6465812098","Spanish","04/28/2025","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","24","N",,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,86739219528","-73,92103227704","112","10","029300","1082051","1022350020","MN01","POINT (-73.921032277035 40.867392195281)"
"50077087","RANO'S CHICKEN BURGERS","Manhattan","2041","1 AVENUE","10029","2124231011","Chicken","01/20/2023","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","20","B","01/20/2023","01/02/2026","Cycle Inspection / Re-inspection","40,78914584413","-73,94042427143","111","08","017000","1052762","1016770026","MN33","POINT (-73.940424271425 40.789145844134)"
"41608200","MIKE'S PIZZA OF BROOKLYN","Brooklyn","2026","BEDFORD AVENUE","11226","7189416224","Pizza","12/20/2023","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","61",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,65532914936","-73,95634072084","309","40","079601","3115971","3050550059","BK60","POINT (-73.956340720843 40.655329149358)"
"50152525","GV LOUNGE","Brooklyn","913","BROADWAY","11206","7183509210",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,69764703477","-73,9364348005","304","34","038900","3071870","3031500005","BK78","POINT (-73.936434800498 40.697647034766)"
"50036864","PRESTO FRESH CAFE","Manhattan","559","LENOX AVENUE","10037","3476849436","Spanish","06/04/2024","Violations were cited in the following area(s).","19-06","Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,81631000392","-73,93925821963","110","09","023000","1060031","1020077501","MN03","POINT (-73.93925821963 40.816310003918)"
"50161351","CRUMBL","Manhattan","151","WEST   34 STREET","10001","3104350023",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,75050916477","-73,98947917044","105","03","010900","1015219","1008100001","MN17","POINT (-73.989479170444 40.750509164767)"
"50016892","THE FOLLY","Manhattan","92","WEST HOUSTON STREET","10012","6467264740","American","04/14/2023","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","21","B","04/14/2023","01/02/2026","Cycle Inspection / Re-inspection","40,72704191951","-74,00012988541","102","01","006500","1008274","1005250058","MN23","POINT (-74.000129885411 40.727041919505)"
"41502643","888 KITCHEN","Queens","60-92","FLUSHING AVENUE","11378","7188948889","Chinese","09/06/2022","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","23","B","09/06/2022","01/02/2026","Cycle Inspection / Re-inspection","40,72081812793","-73,90441328003","405","30","052500","4061127","4027380021","QN30","POINT (-73.904413280033 40.720818127925)"
"40831475","ROSARIO'S","Queens","22-55","31 STREET","11105","7187282920","Italian","03/07/2022","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical","31",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,77498117066","-73,91207622657","401","22","011500","4017050","4008330013","QN72","POINT (-73.912076226571 40.774981170663)"
"50179691","JAMAICA'S NYAM GOOD RESTAURANT INC","Queens","199-10","LINDEN BOULEVARD","11412","2257330185",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,69418746755","-73,75312670231","412","27","037600","4271784","4126200005","QN08","POINT (-73.753126702313 40.694187467546)"
"50114912","LA CASA DEL TACO","Staten Island","1368","FOREST AVENUE","10302","7184898268","Mexican","11/16/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","17",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,62551258677","-74,13509795295","501","50","020100","5011138","5003890004","SI07","POINT (-74.135097952949 40.625512586772)"
"50080210","HAO NOODLE","Manhattan","343","WEST   14 STREET","10014","3475150680","Chinese","01/12/2023","Establishment re-opened by DOHMH.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","9","C","01/12/2023","01/02/2026","Cycle Inspection / Reopening Inspection","40,74056803313","-74,00444948193","104","03","008300","1013008","1007380013","MN13","POINT (-74.004449481928 40.740568033127)"
"50158765","REAL FRUIT BUBBLE TEA","Brooklyn","5100","KINGS PLAZA","11234","9082103064",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,60992885454","-73,92228161707","318","46","069800","3326830","3084700055","BK45","POINT (-73.922281617072 40.609928854538)"
"50081150","IRIE CORNER DUMPLIN SHOP","Bronx","3435","BAYCHESTER AVENUE","10469","7186537776","Caribbean","06/27/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","06/27/2023","01/02/2026","Cycle Inspection / Initial Inspection","40,88023858358","-73,83817890132","212","12","046202","2088592","2048870023","BX13","POINT (-73.838178901316 40.880238583575)"
"50106481","OSTERIA LA BAIA","Manhattan","129","WEST   52 STREET","10019","6468799781","Italian","06/23/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","29",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,76164351056","-73,98068390853","105","04","013100","1023160","1010057501","MN17","POINT (-73.980683908528 40.761643510559)"
"50085020","CLIPPER COFFEE","Bronx","274","CITY ISLAND AVENUE","10464","5163146806","Coffee/Tea","08/18/2022","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","08/18/2022","01/02/2026","Cycle Inspection / Re-inspection","40,84627247453","-73,78611287753","210","13","051600","2100060","2056430007","BX10","POINT (-73.786112877528 40.846272474529)"
"50002325","SONNY'S ROTI SHOP","Queens","118-06","LIBERTY AVENUE","11419","7188357255","Caribbean","08/14/2025","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","10","A","08/14/2025","01/02/2026","Cycle Inspection / Re-inspection","40,68603305089","-73,8248890294","410","28","010600","4204183","4095720003","QN55","POINT (-73.824889029401 40.686033050886)"
"50162185","UNVEILED","Brooklyn","94","NORTH   13 STREET","11249","3478278339",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,72268876596","-73,95666080013","301","33","055700","3399881","3022830001","BK73","POINT (-73.956660800132 40.722688765955)"
"50179648","BROOKLYN BAKLAVA INC","Brooklyn","7215","5 AVENUE","11209","7184914141",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,63150245842","-74,02179659591","310","43","013000","3147454","3059100004","BK31","POINT (-74.021796595907 40.631502458423)"
"50058027","SOUL OF THE SEA","Brooklyn","801","VAN SICLEN AVENUE","11207","9172831983","American","08/24/2021","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","21",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,66008072275","-73,88534381879","305","42","110400","3097676","3043530001","BK82","POINT (-73.885343818792 40.660080722754)"
"50177442","NYC BREAKFAST CAFFE","Staten Island","10","NEW DORP LANE","10306","7187028633","Coffee/Tea","12/03/2025","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","19","N",,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,57564886653","-74,11950350151","502","50","013400","5057251","5041910031","SI45","POINT (-74.119503501512 40.575648866533)"
"41505645","GOOD CHINESE RESTAURANT","Brooklyn","663","KNICKERBOCKER AVENUE","11221","7183667829","Chinese","07/30/2024","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","23",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,69505059821","-73,91174208538","304","37","043500","3077324","3033780010","BK77","POINT (-73.911742085375 40.695050598206)"
"50043818","PAPAYA DOG","Manhattan","333","6 AVENUE","10014","2126279748","Hotdogs","10/10/2024","Violations were cited in the following area(s).","06B","Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.","Critical","27",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,7314088356","-74,00117626193","102","03","006700","1010086","1005897501","MN23","POINT (-74.001176261932 40.731408835598)"
"40400710","IL BUCO","Manhattan","47","BOND STREET","10012","2125331932","Italian","08/13/2025","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,7260206459","-73,99288527527","102","02","005502","1008434","1005297506","MN23","POINT (-73.992885275269 40.726020645904)"
"50140834","RICURAS ECUDORIAN BAKERY","Bronx","1576","WATSON AVENUE","10472","3473276655","Spanish","02/03/2025","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","11","A","02/03/2025","01/02/2026","Cycle Inspection / Re-inspection","40,82635162831","-73,87606623004","209","18","005001","2023533","2037160036","BX55","POINT (-73.876066230043 40.826351628305)"
"41585586","NIKKO","Manhattan","1280","AMSTERDAM AVENUE","10027","2125311188","Asian/Asian Fusion","09/12/2025","Establishment re-closed by DOHMH.","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","30",,,"01/02/2026","Cycle Inspection / Reopening Inspection","40,81138323795","-73,95773354014","109","07","021100","1084108","1019780001","MN09","POINT (-73.957733540135 40.811383237945)"
"50177483","PENN 33RD OPERATING LLC","Manhattan","325","WEST   33 STREET","10001","4015622220",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,75190935974","-73,99485677584","104","03","010300","1080469","1007570017","MN13","POINT (-73.99485677584 40.751909359737)"
